id,first_name,last_name,email,gender,ip_address,bool,country,guid,number,decimal,date1,date2,date3,date4,date5,date6,date7,date8,date9,sn,encrypt,iban,bitcoin_adress,postal_code,family_name_chinese,mac_address,email_address,time
12,Lois,Bennett,lbennettb@wikipedia.org,Female,136.124.63.254,false,Thailand,c739bef8-d918-4679-aed0-7d7ef5ed52b7,90.89,6852.4734,4/26/2015,02/24/2016,2015-08-29,22/8/2015,16/09/2015,30.1.2016,20.09.2015,04-Aug-2015,2015/08/09,3321,b5f75f854b2c09cd473fec4e5891d09f1b315348,RS83 1381 3530 2137 1109 20,1H9J67GPwmnG6id8eAX4w8W8zzHNQgSWjT,,吴,DD-41-42-5B-A4-6E,lbennettb@unicef.org,4:12 AM
13,Keith,Gomez,kgomezc@mediafire.com,Male,170.147.196.246,true,China,ffad6e45-cc2d-4f7e-a153-697d0fd4a878,95.2,2509.2565,4/28/2015,11/22/2015,2015-10-23,26/7/2015,20/05/2015,18.11.2015,02.10.2015,06-Apr-2016,2015/10/19,64055,b5f75f854b2c09cd473fec4e5891d09f1b315348,GL22 9542 6199 3568 64,1G776b7hgnVEMRfEdpbB8jDJtfZFzVgUeU,,俞,BC-8E-B2-9B-0B-2D,kgomezc@bloglovin.com,1:40 AM
14,Steven,Burton,sburtond@parallels.com,Male,133.234.96.115,true,Ireland,a9fdf91f-7e7c-4da8-a0a8-dfabf31634d6,42.98,272.5525,6/13/2015,06/08/2015,2015-09-16,18/4/2015,31/01/2016,27.1.2016,28.07.2015,03-Jan-2016,2016/02/23,32577,b5f75f854b2c09cd473fec4e5891d09f1b315348,KZ31 386D FM60 L5NU KNCL,1CMfKa6EA5fsBUdTNnVBX5PZjwYyFArEiw,,连,43-DA-D5-8E-87-7F,sburtond@xing.com,9:11 AM
15,Anna,Peters,apeterse@forbes.com,Female,202.218.18.163,false,Russia,94efb2dc-d1ea-44e9-b1cb-742b13147526,24.27,8791.4739,6/23/2015,07/30/2015,2015-09-02,3/4/2016,20/08/2015,24.9.2015,02.09.2015,15-Nov-2015,2015/06/20,2107,b5f75f854b2c09cd473fec4e5891d09f1b315348,AE96 4043 1227 9055 8707 435,13pCa3ixmfUiNR6fpQTnFV1B7HCTdKJetJ,,廉,F0-AD-B9-2B-F7-99,apeterse@delicious.com,5:12 AM
16,Randy,Chapman,rchapmanf@yellowbook.com,Male,215.107.169.254,true,China,e7e9fb13-9d17-46f7-b4a0-71f886ced345,75.49,7093.6254,9/14/2015,03/28/2016,2015-12-30,22/2/2016,12/01/2016,29.5.2015,02.07.2015,26-Jun-2015,2016/01/30,6170,b5f75f854b2c09cd473fec4e5891d09f1b315348,PK04 NSJS 893S 1VVJ HQWQ 3ARF,1MGAKNkVoS6MnVnFbucpYVvQK7KF2KRkPF,,越,E9-FD-74-72-10-EF,rchapmanf@cbslocal.com,12:09 AM
17,,Baker,lbakerg@hc360.com,Female,230.22.185.60,false,Sweden,4ae757d2-30e2-462b-9fac-06822c8a55a2,25.79,324.6287,2/2/2016,12/25/2015,2016-02-01,16/12/2015,14/07/2015,17.3.2016,17.06.2015,15-Nov-2015,2016/02/29,722,b5f75f854b2c09cd473fec4e5891d09f1b315348,FR92 3035 2732 54FW LPQD YGEY E49,1EzDsNo4mvTCmySa2mbmsxVRh8hjXpwcq5,124 64,车,11-99-7C-36-D4-99,mbakerg@economist.com,7:57 AM
18,Paula,Fisher,pfisherh@pen.io,Female,129.155.198.118,false,China,b354f11f-6966-4437-98cc-f3f30ae304c5,15.12,3428.3275,8/21/2015,03/12/2016,2015-12-20,29/1/2016,09/07/2015,19.5.2015,04.09.2015,12-Jan-2016,2015/11/05,20327,b5f75f854b2c09cd473fec4e5891d09f1b315348,FR06 7573 4512 20GZ M4CV MMLO Q11,1QuEeKnfxAfaywsGnS8Ymf41vMmLo4x6L,,卜,1F-50-17-32-5A-8C,pfisherh@t-online.de,3:12 AM
19,Laura,Hawkins,lhawkinsi@example.com,Female,242.24.207.191,false,China,5f59c17c-cfc5-486a-a182-f18d0ab8cff8,27.3,389.5119,12/16/2015,03/11/2016,2016-01-26,27/8/2015,19/06/2015,16.2.2016,14.10.2015,30-Jun-2015,2015/04/16,5729,b5f75f854b2c09cd473fec4e5891d09f1b315348,DO55 MUNZ 1868 7142 4179 6987 4853,1FxmAPqLFreLys2gVcy9BEHFxVCqNnjEWk,,印,FD-8F-CE-8F-DA-72,lhawkinsi@zdnet.com,8:53 AM
20,Dennis,Lee,dleej@facebook.com,Male,39.167.7.62,false,Burundi,b493f4f1-d03c-41b4-b3dd-56ccc67fd1df,45.7,8904.934,10/25/2015,11/14/2015,2015-05-15,9/12/2015,26/02/2016,6.11.2015,21.07.2015,23-May-2015,2016/02/13,0145,b5f75f854b2c09cd473fec4e5891d09f1b315348,GE52 VN56 3928 7869 2909 70,1Dyg7YfGxSzfoLTeL9bHuVsq1CYGYCP8gF,,唐,D1-BB-2E-43-8F-2B,dleej@walmart.com,6:44 AM
21,William,Cruz,wcruzk@census.gov,Male,167.95.177.98,true,Philippines,5384a439-6d92-4803-a456-8eb34ffe8ce8,66.63,3896.1312,6/9/2015,01/23/2016,2016-01-02,12/2/2016,01/09/2015,22.4.2015,03.10.2015,19-May-2015,2016/03/20,9540,b5f75f854b2c09cd473fec4e5891d09f1b315348,DK04 2014 5461 7248 95,1MtVABa561z9PzMzqRXDHyecQKZNW3TU1a,,韩,7D-F1-D8-D2-08-C1,wcruzk@apache.org,6:34 PM
22,Robert,Johnston,rjohnstonl@ox.ac.uk,Male,182.11.40.249,true,Poland,038069ba-2c63-4d58-be0b-ecbe2dd1876c,98.01,562.5063,4/23/2015,01/21/2016,2015-11-01,17/8/2015,30/01/2016,22.11.2015,09.03.2016,27-Jul-2015,2016/02/11,473,b5f75f854b2c09cd473fec4e5891d09f1b315348,PT98 9545 5502 1727 0558 7836 9,1AJ6epmHC6RaLymEHZmixRCcc2PNcbfvob,,齐,9E-E8-4D-2E-59-AC,rjohnstonl@nature.com,2:23 AM
23,Peter,Berry,pberrym@imgur.com,Male,,false,Poland,3f546c23-3c6c-4f5f-ac65-95725e366795,73.44,4465.5816,4/1/2016,07/29/2015,2015-08-09,21/1/2016,09/06/2015,3.10.2015,21.09.2015,09-May-2015,2016/03/16,7646,b5f75f854b2c09cd473fec4e5891d09f1b315348,LV68 COMR SEJJ WGRD ESEA H,1GpDHUgyFMPSYAjbenQ8BpVXnuThkV1jta,,广,36-18-7C-42-69-19,pberrym@fotki.com,6:19 AM
24,Michelle,Lawrence,mlawrencen@dagondesign.com,Female,104.233.244.56,false,Peru,8c3fd2ae-b52d-4001-8a39-7c860e1831a3,61.33,4701.183,10/27/2015,01/21/2016,2015-09-17,7/1/2016,04/08/2015,25.12.2015,27.07.2015,15-Sep-2015,2015/12/05,114,b5f75f854b2c09cd473fec4e5891d09f1b315348,TN02 9565 9442 9063 7205 1094,1KG5mWYbZeZRYpSRBc2crbE2CkJXw1susz,,干,DE-A8-58-A3-F7-DB,mlawrencen@ucoz.com,11:06 PM
25,Cynthia,Jones,cjoneso@phpbb.com,Female,95.28.170.50,false,Malaysia,1f6766f1-fca6-4267-82c4-715dfd52607e,,8178.9046,8/28/2015,03/07/2016,2015-06-29,26/9/2015,15/12/2015,24.6.2015,17.01.2016,17-May-2015,2015/04/15,65390,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,FR11 6364 2159 512X 7PAW NOXE 109,1vRu8zE1tyzbmW6DmsUhTYSR5Rr7y2Hzk,50672,庾,2D-9F-0A-C9-69-A2,cjoneso@storify.com,5:47 PM
26,Diana,Nguyen,dnguyenp@hatena.ne.jp,Female,171.186.202.167,true,China,cc32d036-fba9-4ca3-8277-77d4f38dd259,1.05,2415.3939,12/6/2015,11/01/2015,2015-07-15,5/11/2015,07/04/2016,16.2.2016,20.11.2015,27-Jun-2015,2015/07/17,2,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,IL17 7831 7915 6837 4427 713,1Pq3Qzr1s41GZhmib5kHzQzbUXPhVNfndt,,田,0D-BB-9F-EE-C5-4F,dnguyenp@senate.gov,11:58 AM
27,Heather,Young,hyoungq@ca.gov,Female,231.16.45.12,true,Central African Republic,db9b3631-581c-4138-ad2c-ed810462974a,26.94,9482.1826,3/29/2016,12/26/2015,2016-03-06,12/8/2015,03/04/2016,13.5.2015,11.02.2016,16-Jul-2015,2015/11/03,357,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,MD38 V9GX Q9Z4 NWOY 3UJN ZI5R,1CqRyc3o6J1ajG7nrfUc2ypKsv2EAPvYXg,,公,CF-E5-9A-CC-AB-18,hyoungq@imgur.com,7:55 PM
28,Christine,Bennett,cbennettr@shop-pro.jp,Female,206.216.186.22,false,Russia,12b48a8c-e4c9-415a-9cdb-7dde2340e631,52.3,4617.8154,3/2/2016,09/08/2015,2015-06-03,7/6/2015,13/10/2015,9.12.2015,04.12.2015,22-Aug-2015,2015/07/12,012,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,NL60 QQGX 3387 8708 11,13bsGi7QM4KB6oG4UbKxjGGRLK7tAttZY1,,秦,80-65-20-20-59-D6,cbennettr@moonfruit.com,2:10 AM
29,David,Diaz,ddiazs@google.pl,Male,91.192.252.155,true,Honduras,ec93e69b-6442-49c2-bef8-ffeb82cb95da,36.71,1637.3608,9/19/2015,07/08/2015,2015-04-29,14/10/2015,18/07/2015,30.5.2015,17.01.2016,09-Jan-2016,2016/01/22,631,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,FI77 8495 2749 2175 08,1Gnd3MfbAfarS4UGpWf7Rf7qHhR1D3YtrW,,焦,F4-BA-9C-FB-E5-FC,ddiazs@live.com,5:05 AM
30,,Lopez,alopezt@washington.edu,Male,66.111.183.141,true,Indonesia,1cbe6885-6518-4587-8373-6ed9a2cafc1f,92.01,6714.3253,11/30/2015,07/19/2015,2015-07-12,13/1/2016,31/03/2016,3.9.2015,12.08.2015,30-Oct-2015,2015/07/21,4,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,FR77 1267 7560 83ZF TO2F OQQ9 O96,1J2LiyTjxxcb7GKKNyjLL2fnQU4STJdc6Y,,单,B6-D1-F6-A9-42-6A,rlopezt@aboutads.info,7:54 AM
31,Aaron,Richards,arichardsu@pcworld.com,Male,241.170.249.166,true,China,9c06fe5b-ed86-467c-a436-0651d179de44,55.09,2152.4731,8/25/2015,04/14/2015,2015-07-16,17/5/2015,31/01/2016,17.2.2016,27.11.2015,30-Jul-2015,2015/11/27,1,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,NL91 CXDG 6803 5877 32,1D2BLsr6ZsVn2Et4BtPoSz9kz9A7tyeneJ,,权,7A-F4-04-61-D5-6F,arichardsu@so-net.ne.jp,9:06 PM
32,Thomas,Chavez,tchavezv@seattletimes.com,Male,176.5.182.12,true,Philippines,4f47c52e-3867-488c-ba57-6d6f3c3fe9df,22.61,923.1237,12/9/2015,04/17/2015,2016-02-27,16/5/2015,11/12/2015,3.11.2015,22.04.2015,13-Sep-2015,2016/03/18,73760,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,MU68 AFHM 1455 7334 1435 7102 323E GG,15RcZABPC6KcJHpPQP44QRGTCaMxoy3Wvy,,危,D9-07-CC-A5-00-BA,tchavezv@joomla.org,2:55 PM
33,Albert,Brooks,abrooksw@canalblog.com,Male,184.24.31.215,true,Japan,c09c701a-31e6-475d-a35a-c919cc5045c1,66.63,35.1928,10/15/2015,03/04/2016,2015-08-12,8/4/2016,21/02/2016,28.2.2016,25.03.2016,28-Dec-2015,2016/03/30,6281,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,AE52 2984 2841 8428 8723 102,147gdANi3fYmyE1Rn4d6d6sxr3nJPbWQNr,,茹,F0-32-FA-F0-C5-48,abrooksw@guardian.co.uk,11:37 AM
34,Diana,Washington,dwashingtonx@blog.com,Female,3.236.135.254,true,Bangladesh,30608417-7b38-4968-a4f4-009f2b908867,36.55,7557.0059,1/4/2016,04/19/2015,2015-11-05,30/11/2015,29/02/2016,9.8.2015,01.03.2016,28-Dec-2015,2016/02/12,898,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,SM17 O923 3441 688Y U7YW SAD9 GKN,12ahoMLR8gT2f8gHto1Jjsp3QMq5SvdgMT,,祁,56-62-D4-2D-84-E3,dwashingtonx@dion.ne.jp,10:25 AM
35,Barbara,Wilson,bwilsony@flavors.me,Female,11.123.211.169,true,Portugal,b000fa4f-53d1-4115-b598-e20a2bd61778,87.65,95.3273,11/25/2015,06/01/2015,2016-03-22,19/7/2015,28/04/2015,29.1.2016,12.04.2015,19-Aug-2015,2015/04/14,084,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,EE52 0519 1190 3090 7607,19Z8L5qhrZQvJujjp9RWf47aFY3pzPt4AB,4705-029,鲁,18-1E-CD-CE-FD-57,bwilsony@pen.io,9:35 AM
36,Thomas,Wagner,twagnerz@hp.com,Male,0.14.215.115,true,China,525fbe48-4da8-45cc-a322-4cfb84a55bc2,50.21,9117.2489,2/5/2016,04/13/2015,2016-04-10,18/1/2016,08/01/2016,20.9.2015,24.03.2016,09-Jun-2015,2016/01/07,75,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,LI41 7862 7VPJ EQLG XFYZ E,15edpqfaD3XCt7NunDNBjaAEj7tBB1RFaG,,武,1D-91-3C-53-0E-7B,twagnerz@1und1.de,2:54 AM
37,Billy,Howard,bhoward10@springer.com,Male,50.251.82.217,true,Czech Republic,7bd06b03-a599-42d5-afba-8683a08c2e21,71.77,8118.5935,3/24/2016,04/04/2016,2015-04-18,27/9/2015,19/10/2015,24.11.2015,15.06.2015,12-Jan-2016,2015/09/30,65,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,MK07 213K TS30 KNFV Q87,1KBH3q9LHRip4kK9W8ksBLs9AsDWiBbLoV,,颜,68-6C-F9-2C-3B-34,bhoward10@wikimedia.org,6:24 AM
38,Catherine,Andrews,candrews11@vinaora.com,Female,91.56.13.164,false,Sweden,3e8d13c6-64f2-4f56-895e-ab699458229a,37.98,9703.9925,8/14/2015,06/24/2015,2015-07-23,14/8/2015,23/09/2015,13.2.2016,02.09.2015,01-Jan-2016,2015/12/20,47,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,FR28 8290 7250 66CC NRFT VHD9 J22,18phToMWSnGk7rQWNcfPr4mVeMf7PHTQvZ,603 52,禄,A1-00-C0-09-DB-14,candrews11@123-reg.co.uk,8:40 AM
39,Sandra,Stone,sstone12@skype.com,Female,131.140.43.69,false,Brazil,d6606ef1-9b1a-4c03-9558-30266894140a,16.98,3967.8911,1/28/2016,05/22/2015,2016-03-12,29/11/2015,04/04/2016,9.8.2015,16.01.2016,07-Jan-2016,2015/08/31,56,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,KZ53 2726 D1QO JTON GXIH,1F7TRBp7Rwp22RvRxVkkwSWatJqjoy8MsA,,沃,24-BB-FD-8C-79-2E,sstone12@howstuffworks.com,8:52 PM
40,Lisa,Hill,lhill13@cyberchimps.com,Female,77.183.199.157,false,Sweden,a0331445-78f3-401e-844b-5a3f7d3b62be,36.37,787.5777,6/17/2015,11/07/2015,2015-07-15,20/8/2015,12/10/2015,21.2.2016,27.12.2015,01-Oct-2015,2015/05/11,924,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,SA81 226K 0YED 0ZMT Q7BS ZXMZ,12ZUyBSnjGfBa7G93CxiEuKSuYE9Z5SrgH,931 77,空,DA-9E-7D-BB-2B-CB,lhill13@mit.edu,4:02 PM
41,Arthur,Graham,agraham14@sogou.com,Male,58.150.159.90,false,Portugal,27d600aa-4e71-4f1f-8185-a2a17fcac20c,3.61,9796.4855,1/14/2016,07/21/2015,2015-07-25,13/2/2016,20/06/2015,25.6.2015,10.09.2015,19-Dec-2015,2015/09/07,619,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,FO97 7121 5185 8837 98,13cSbP7u1G5nfi1z3YKLQ6pAbeNUMx2vQW,3280-011,柯,F5-69-4B-BE-87-76,agraham14@cloudflare.com,1:52 PM
42,John,Bailey,jbailey15@mysql.com,Male,96.6.91.35,false,Canada,24488a52-c2d1-470d-ae84-9b034619f958,53.51,2581.9036,12/17/2015,09/27/2015,2016-01-11,7/9/2015,14/09/2015,22.5.2015,09.02.2016,30-Dec-2015,2016/03/07,26,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,LT84 7603 9048 1698 9333,17ECcs3p2zvczZxiuga9jd8NbJCWKrDadR,,桂,A0-4B-E4-84-65-38,jbailey15@usnews.com,8:57 PM
43,Andrea,Foster,,Female,255.243.1.221,,Saudi Arabia,bd8a5de3-b151-42d4-93cc-d444cc762c31,24.3,,,,,,,,,,,,,,,,,,,
44,Denise,Mitchell,dmitchell17@lycos.com,Female,33.206.242.79,false,Nicaragua,2db35976-2aa2-4e41-a4a0-7ec7c3baa438,70.12,1304.8578,6/8/2015,07/08/2015,2015-07-21,23/8/2015,11/01/2016,3.3.2016,21.10.2015,06-Mar-2016,2015/10/31,1,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,BR43 8549 8873 0883 8136 2932 453R B,1B1MduTkYg7hjgCWc3rnk72UKvZvJxc4Ri,,昝,B2-8F-19-D4-06-D9,dmitchell17@ca.gov,12:46 AM
45,Linda,Larson,llarson18@addtoany.com,Female,163.125.35.65,true,China,f25e718c-878f-490a-a7b5-c76ba1fc2ac1,87.37,5108.7936,4/7/2016,11/22/2015,2016-01-20,22/9/2015,29/05/2015,4.12.2015,19.03.2016,16-Jul-2015,2015/04/22,1547,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,IL79 5236 9392 3572 0037 723,13HCFNcRQ4f8hs1Bkymr4HXBdyETn1NHDs,,皮,B1-42-6E-92-C6-73,llarson18@digg.com,10:03 PM
46,Roy,Walker,rwalker19@joomla.org,Male,161.139.194.43,true,Indonesia,dd4b3924-1d49-485c-aeef-9a1a898d10b3,61.59,792.8334,7/28/2015,05/01/2015,2015-05-02,16/11/2015,06/11/2015,24.10.2015,25.01.2016,06-Nov-2015,2016/01/14,7,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,FR41 0398 4547 25SI Z7CI 6CIB F20,1H5ZheV6TVGEsYVsyvcvU7PSB4B39TREmi,,匡,44-17-FA-2A-7B-04,rwalker19@nhs.uk,9:12 PM
47,Catherine,Rice,crice1a@un.org,Female,6.191.219.245,false,Switzerland,efe87acd-7bd9-4470-b39d-dc419f63eb76,45.85,2432.2745,7/28/2015,04/21/2015,2015-09-07,29/12/2015,10/12/2015,25.7.2015,23.12.2015,17-Dec-2015,2015/06/23,4,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,FI29 7903 0530 2420 12,19jbeBTsXmSYEqb1Ss5i43JEbNpXFuRWsZ,8031,金,E5-8F-8C-6D-D1-3D,crice1a@cnet.com,1:59 AM
48,Wanda,Gibson,wgibson1b@clickbank.net,Female,190.123.205.78,true,Afghanistan,dbafad01-7d43-4f99-9a30-9ab06e34732c,84.63,3532.5034,4/12/2015,02/04/2016,2015-10-31,21/9/2015,15/11/2015,11.10.2015,05.03.2016,29-Feb-2016,2016/01/23,707,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,PK89 JLJB DLO5 ET5P CIDB PBLJ,16pbcGNopH52U6pma3jQaTpNuTik5odrzN,,家,0B-F1-13-86-B2-E9,wgibson1b@last.fm,6:57 PM
49,Michael,Cunningham,mcunningham1c@blinklist.com,Male,91.128.145.57,false,Andorra,ed8e2c44-69fe-493c-bde4-ec847a8bf6e0,74.78,955.6104,12/6/2015,01/02/2016,2015-11-07,21/3/2016,05/02/2016,25.7.2015,22.10.2015,09-Nov-2015,2015/09/17,004,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,BR41 6580 7672 0671 5672 3927 305R L,1G55mymG5RpBfJRfvxsx3yykpyBkKkdSRj,,赖,72-F7-3D-7A-A4-BB,mcunningham1c@xing.com,1:13 AM
50,Heather,Harvey,hharvey1d@wisc.edu,Female,102.196.96.24,false,Philippines,c8bda1b1-73e4-4bd4-b1ac-f73a48003f6c,52.2,4195.7895,9/26/2015,02/25/2016,2015-11-06,3/11/2015,23/06/2015,17.1.2016,21.09.2015,12-Nov-2015,2015/11/01,3437,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,SM04 Q216 8966 3680 INMS AYBJ APP,157fnqoWU3RMGKZhgCixsvXVbFroLfm6Jg,,郗,6E-80-30-CE-B3-6B,hharvey1d@newsvine.com,1:03 PM
51,Frances,Murphy,fmurphy1e@bbc.co.uk,Female,97.62.192.70,true,Canada,255b68f6-9aca-4e43-a2b5-f9ba91fc9416,6.67,9727.488,6/27/2015,09/09/2015,2015-06-25,15/4/2015,23/01/2016,18.1.2016,06.06.2015,09-Feb-2016,2015/10/07,8,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,FI52 8864 4368 5464 92,1PU396BTBTaoVhxkACdoXLrjt6yetDBLjd,,戚,ED-49-0E-CE-57-37,fmurphy1e@odnoklassniki.ru,6:03 AM
52,Harry,Lane,,Male,58.66.89.70,true,Philippines,9c06cbd4-742f-47a8-82ec-58dcb5931d25,96.69,4705.3221,11/26/2015,06/20/2015,2015-06-26,23/11/2015,31/01/2016,9.4.2016,06.12.2015,01-Jul-2015,2015/04/27,6,dddb1017bbd44cc928ccc22ef13e86cfd3f8098b,SE57 5478 1592 9570 8852 7786,1HTvQYsTKCvmuqHdigjYEshHPNUMGAjdTV,,仲,79-65-57-22-71-26,hlane1f@jiathis.com,2:51 PM
53,Brian,Simmons,bsimmons1g@pcworld.com,Male,247.213.191.55,,Chile,39c3afe1-6c84-44e6-a3d3-d5a6f03809d9,5.15,,,,,,,,,,,,,,,,,,,
